date,a,b,c
,105.298947,207.13833,320.51026
,105.067819,207.816979,317.650073
,105.519057,209.961011,314.884211
,104.511283,211.798226,311.893788
,104.849417,213.738445,309.444638
,104.415691,214.722568,307.243564
,104.14926,216.025763,307.65429
,104.042886,217.136927,307.714846
,103.952675,217.369809,310.423026
,103.377253,216.918946,313.823153
,103.869104,217.522011,316.711657
,103.239447,216.810121,320.435757
,103.343425,215.494468,324.552011
,103.679868,215.023253,326.337981
,103.038759,214.150257,328.092632
,104.026833,211.827594,328.385127
,104.088248,210.782239,327.995323
,103.719034,209.869812,325.890609
,103.958055,209.383535,322.96351
,104.462435,208.83734,320.09135
,104.733758,208.514522,316.981037
,105.207977,208.26459,314.559677
,105.891835,208.861092,313.68814
,105.465218,210.144942,313.184227
,106.471959,210.44379,314.729114
,106.816361,212.693831,317.13619
,107.358346,214.016109,320.383967
,107.685882,215.93682,324.175669
,108.561794,217.932527,327.46025
,109.203442,219.033437,330.544222
,109.277038,220.426786,333.736772
,109.952158,222.195835,333.925032
,110.632571,222.892312,334.307777
,110.745891,223.71956,333.185837
,111.099815,223.620719,330.84312
,111.88829,223.194532,327.465976
,111.841864,222.289801,325.027869
,112.283004,221.767955,321.907621
,112.703758,220.522813,320.205502
,112.596455,219.668398,319.151125
,112.203255,218.632935,319.952639
,112.320571,216.965762,321.462257
,112.41823,216.26076,323.974189
,112.483375,215.234436,327.062294
,112.771626,214.629253,331.167334
,113.100971,214.668647,334.7463
,112.135799,214.373884,338.02205
,112.363633,214.980042,339.762514
,111.46811,216.489186,340.402447
,111.674776,217.042044,339.639432
,111.853904,218.660066,338.858664
,110.97933,220.689144,335.630566
,111.424254,221.914131,333.092717
,110.361064,224.140045,330.106063
,110.666973,224.645385,327.895962
,110.993389,226.614937,326.09789
,109.934384,227.661539,325.622653
,109.913069,229.229999,325.455941
,109.516156,229.573355,327.671249
,108.595552,229.45495,331.342513
,109.221176,229.560154,334.776159
,109.885674,228.994905,338.582734
,109.625645,228.037438,341.996386
,109.785924,226.863046,343.946066
,109.255045,225.892446,345.964512
,109.448319,224.460413,346.165622
,109.839116,223.22998,345.8778
,110.696278,221.990165,343.39165
,110.500549,221.002997,340.619075
,110.33719,220.596862,338.007691
,110.981303,220.680221,335.221233
,111.130058,220.513617,333.06961
,111.56267,220.987358,331.841176
,112.008147,222.012269,331.48141
,112.484514,223.553796,332.669783
,113.1452,224.390014,335.426344
,113.550629,226.13885,338.211933
,114.030966,227.491826,341.956217
,114.410093,230.039851,345.192073
,115.136399,231.259809,348.45933
,115.521253,233.442944,351.38942
,115.512116,233.984976,352.329362
,116.515218,234.91179,351.959148
,117.177729,235.409083,351.655908
,117.29483,235.67555,349.07853
,117.654361,235.155942,346.408622
,117.899363,234.923867,342.614319
,118.230171,233.649745,340.487378
,117.957366,232.092889,338.407969
,118.578843,231.65806,337.449659
,119.226901,230.286406,338.210742
,118.198419,229.145468,339.885455
,119.328344,227.814336,342.311676
,118.702116,227.45506,345.545603
,118.438406,227.139708,349.294904
,118.66568,226.283852,352.902844
,118.463634,226.741055,355.404107
,118.002099,227.12459,357.774536
,117.95185,227.070248,358.974147
,117.931053,228.910014,358.083925
,117.520703,230.379841,356.770844
,117.052883,233.068843,354.278688
,116.907221,234.267458,350.90366
,116.36831,235.84012,348.298439
,115.797271,236.767953,345.587976
,116.257559,239.089711,343.794934
,116.226996,240.410426,343.879612
,116.309127,240.718758,343.896842
,115.086214,240.85281,346.372917
,116.055653,241.912203,348.829909
,115.785124,241.144245,352.239622
,115.548825,241.036393,357.189428
,114.752952,239.65076,359.723162
,115.359432,238.821421,362.688504
,115.545295,237.687893,364.102605
,115.711786,236.453607,365.047966
,115.437407,234.932909,363.310207
,115.756613,234.408269,361.633713
,116.271084,233.1859,359.279933
,116.60454,233.075823,355.830508
,117.160352,232.511952,353.143181
,116.899441,232.439122,351.164555
,117.57354,233.151164,349.543557
,118.222378,233.396166,349.473255
,118.694264,235.073346,351.250274
,119.120634,237.119458,353.157476
,119.769077,237.745823,356.205979
,120.365137,240.031738,360.140501
,120.965728,242.138402,363.688761
,121.187418,243.83503,366.368993
,120.977109,244.449351,369.236832
,122.242673,245.892587,370.299801
,122.773102,247.080251,370.736185
,122.876721,247.026982,368.957002
,123.05469,247.664763,366.876864
,123.072698,247.199188,364.22155
,124.064686,246.580327,361.120857
,124.305926,246.460618,358.344532
,124.1401,244.675982,356.426992
,124.00069,243.710258,355.443828
,124.426556,242.706141,355.481866
,124.438964,241.363373,358.115851
,124.363862,240.783984,359.894669
,124.671608,239.545461,363.521965
,124.421545,239.07604,367.582839
,124.201753,237.967023,370.698253
,124.857798,238.282589,373.897947
,124.248905,239.487816,376.233437
,124.152875,240.578553,376.746951
,123.411368,241.446441,376.090619
,123.713031,242.585982,374.958098
,123.018541,244.119503,371.800251
,123.366345,245.575068,368.810093
,122.959651,248.014645,366.234191
,122.914255,249.011019,363.483743
,122.085353,250.493413,362.185122
,121.537767,252.206444,361.484182
,122.047032,252.649348,362.265768
,121.705231,253.748632,364.374573
,121.256701,253.549664,367.811622
,121.632074,253.542066,371.162004
,120.963976,253.000768,374.281591
,121.072707,251.56246,377.972446
,121.439045,250.747687,380.030129
,121.272437,250.154299,381.877003
,121.59464,248.10452,382.474306
,121.175525,247.335273,381.572164
,121.527188,245.803633,379.707332
,122.566801,245.722479,376.918851
,122.426071,244.791959,373.577488
,122.716143,244.793248,371.605937
,123.145497,244.49346,368.989646
,123.732758,244.917933,367.743365
,124.620207,246.232352,367.414072
,124.529393,247.149058,368.875509
,124.829292,248.642806,370.684949
,125.419559,250.36664,374.257331
,126.52537,252.040341,378.103276
,126.269822,253.588984,381.315049
,127.002091,255.90845,384.996588
,127.07411,256.529185,387.341711
,127.528361,258.012479,388.293259
,128.125866,259.148757,387.759724
,128.891872,259.475999,387.527249
,129.548876,259.85642,385.067659
,129.651227,259.23963,382.488982
,129.567811,258.456123,378.501291
,130.358632,257.803948,376.531206
,130.272218,256.71839,374.518017
,130.314044,255.749084,373.418535
,130.824837,254.083771,373.840123
,130.463602,253.100687,375.066372
,130.731376,251.982831,378.126987
,130.536798,251.273402,381.744128
,130.777032,249.982223,385.113594
,130.701456,250.474836,389.524395
,130.082195,250.061077,391.938459
,130.397657,250.89847,393.612016
,130.100454,251.647908,394.937857
,129.542305,253.63068,394.400213
,129.511038,255.177297,392.439965
,129.580067,256.428342,389.762737
,129.151107,257.94386,387.131137
,129.111084,260.018458,383.49899
,128.457294,261.443153,381.409849
,128.577503,262.962172,379.561419
,128.062986,263.607411,379.330197
,128.753741,264.980209,380.709491
,127.606655,265.419913,382.002239
,128.153293,265.95889,385.067407
,127.44426,265.864112,389.088824
,127.392935,264.921887,392.040162
,127.349364,264.386784,395.907889
,127.299936,262.810035,398.000649
,127.153843,261.956084,400.141638
,127.442567,260.074419,400.413322
,127.436322,258.988942,399.246802
,128.357896,257.843325,397.361358
,127.610878,257.073759,395.643055
,128.641724,256.676633,392.293969
,128.687364,256.627778,388.854863
,129.557123,256.621884,386.286348
,129.028418,257.041585,385.399623
,129.597143,258.140828,385.926926
,130.686561,258.944092,386.930346
,131.518226,260.23297,389.187156
,131.416341,262.273399,392.733259
,132.196542,263.558065,395.988562
,132.840976,265.961895,399.803374
,133.114358,267.583003,402.490276
,133.148316,268.291952,405.324243
,133.925656,269.468595,406.972261
,134.312257,270.819668,406.354717
,134.888874,271.359458,405.050899
,134.969963,271.547555,403.172729
,135.602331,271.766106,400.007096
,135.725743,270.584362,396.592796
,136.278727,269.465301,394.388525
,136.272886,268.714298,392.57551
,136.225074,267.466697,391.657423
,136.500268,266.338163,391.425025
,136.183314,265.168817,394.078285
,136.698379,264.023251,396.440351
,136.978846,262.837369,399.599654
,136.206876,262.298021,403.118908
,136.6963,262.636713,406.873948
,135.854762,262.845276,409.898688
,136.518296,263.215841,411.8527
,135.734242,263.875157,412.271163
,136.227801,265.68012,412.27322
,135.859944,266.864206,410.460033
,135.339054,268.608801,407.750727
,134.903642,270.001333,404.970735
,134.177147,271.598007,401.974999
,134.610283,273.45051,399.633183
,134.037763,274.551366,398.349699
,134.007538,276.509616,397.390033
,133.65922,277.067651,398.63914
,134.089946,277.994577,400.671708
,133.439935,277.273396,403.086657
,133.069299,277.490183,407.104852
,133.097931,276.607987,410.313403
,133.117091,275.80934,414.16469
,133.550445,274.651412,416.880821
,133.351301,273.906188,418.508837
,133.986833,272.054103,418.455515
,133.972589,271.584296,417.930881
,133.872258,270.231091,415.76498
,134.106013,269.350091,413.097636
,134.014431,268.140141,409.472741
,134.995475,268.720037,407.124497
,135.626951,268.874951,404.537749
,135.844254,268.666751,403.330825
,135.590568,269.960002,403.841644
,136.634315,271.269736,404.643501
,136.789613,272.851826,407.071196
,137.105296,274.71211,410.996796
,138.033193,275.923052,413.979431
,138.452117,277.399867,417.769469
,138.570687,279.055069,421.063278
,139.25648,280.815485,423.192807
,139.64592,282.160631,423.654898
,139.959043,282.557629,424.057646
,141.089333,283.028204,423.023612
,140.996501,283.663743,420.984283
,141.078472,283.649825,417.969583
,141.65503,283.191646,414.749863
,142.15085,282.053335,412.828162
,142.149781,280.850932,410.27673
,142.640511,279.869723,409.509966
,142.239438,278.668702,409.622208
,142.488923,277.21202,410.959108
,143.239108,275.966512,413.86948
,143.405939,275.226903,417.279142
,142.808303,274.098113,421.461845
,142.497008,274.23415,424.522249
,142.701726,274.237141,427.370805
,142.309693,274.698066,429.560983
,142.059987,276.207651,430.16302
,141.472023,277.035742,430.157788
,141.67044,278.447415,428.734556
,140.821656,280.236777,426.066629
,140.221057,281.778264,422.665941
,140.558729,283.577601,420.285361
,140.689931,285.500065,417.414648
,140.604817,287.228357,415.655458
,139.864648,287.819927,415.45687
,139.661538,288.447285,415.812207
,139.69893,289.526594,418.452186
,139.432246,289.718016,421.439077
,139.75953,289.198553,424.654628
,139.431199,288.658148,428.144612
,139.167077,288.268807,431.773348
,139.96868,286.689794,435.035265
,139.789403,285.939732,436.767168
,139.748815,284.240128,436.541714
,140.140391,283.31464,436.127717
,140.33399,281.72307,433.973927
,140.144021,280.979331,431.472214
,140.827026,280.763626,428.040002
,141.355832,280.786094,425.159108
,141.25958,280.618328,422.76229
,141.460135,281.160834,421.633543
,142.530706,282.344035,421.367744
,142.138551,283.708842,422.336316
,142.417398,284.634605,425.480665
,143.31138,286.366267,428.220879
,143.479005,287.481169,431.65625
,144.344771,289.815928,435.278134
,144.469019,291.569058,438.505274
,145.486068,293.131137,441.200221
,145.684129,294.045341,442.81426
,146.658822,295.443835,442.27666
,146.816913,295.398317,441.434574
,146.834745,295.62553,438.576028
,147.455437,295.352648,435.910127
,147.809605,294.610066,432.913996
,147.911493,294.558351,430.308286
,148.288552,293.008119,428.043984
,148.243944,291.503716,427.140602
,148.577615,290.28419,427.631632
,148.355783,288.980601,429.42104
,148.783652,287.957992,431.571788
,148.882507,287.171475,435.943093
,148.499676,286.156126,439.486738
,148.675156,287.126261,442.596843
,148.253447,286.544489,446.121575
,148.374936,287.023832,448.040943
,147.683969,288.198248,448.490145
,148.260995,289.347003,448.17977
,147.505717,290.580944,447.190547
,147.489411,292.540676,444.015861
,146.852288,294.113439,441.610203
,146.614034,295.416233,438.262961
,146.539748,297.053918,436.20154
,146.240717,298.959754,433.503526
,145.833098,299.702353,433.336255
,146.2146,301.132703,433.969851
,145.863451,301.165295,436.624352
,145.484437,301.699786,439.365929
,145.857635,301.402835,442.697303
,145.394389,300.742099,446.731342
,145.999457,299.596056,449.280197
,145.72594,298.007007,452.885277
,145.271292,297.707822,454.310983
,146.163291,296.324661,454.632072
,145.716592,294.805697,453.966917
,146.162242,293.703188,451.649071
,146.153876,292.947583,449.17135
,147.005783,293.033927,446.096719
,146.145582,291.698295,443.282818
,147.019491,292.616761,440.926967
,147.468975,292.892786,440.339649
,147.83753,294.314338,439.934697
,148.636093,294.618211,440.864844
,148.681651,296.616574,443.461649
,149.789102,298.770279,446.557509
,150.178469,300.100648,449.949546
,150.459822,301.974027,453.548623
,151.076102,303.289731,456.942658
,151.65842,304.675761,458.790657
,151.966961,305.722569,460.586284
,151.72132,306.893379,460.30723
,153.015949,307.280011,459.216698
,153.223822,307.754295,456.698122
,153.314519,307.292011,454.167356
,153.514768,306.813471,450.841797
,154.139954,305.920837,448.276485
,154.383095,304.995473,446.349876
,154.548573,303.584847,445.18311
,154.830998,301.786455,445.817075
,154.311513,301.823616,447.30689
,154.421321,300.127066,450.510022
,154.632682,298.644883,453.762716
,154.409734,298.30266,457.563873
,153.673751,298.15533,460.596757
,154.235359,298.462904,463.105412
,153.943243,298.991302,466.066611
,153.872394,299.89904,466.736509
,153.837063,301.291246,465.734961
,154.039194,302.770201,464.283745
,152.928495,304.170978,461.962042
,153.535625,305.650443,459.241613
,152.496857,308.065498,455.826468
,152.392954,309.174394,453.221139
,152.431876,310.527771,451.871592
,152.196049,312.382466,451.401262
,151.907626,313.181958,452.156901
,151.416491,313.855639,453.975398
,152.196884,313.008811,457.164946
,151.937647,312.919402,459.984441
,151.32859,312.545671,464.579773
,151.401993,312.388271,468.167235
,151.682542,310.163313,470.931132
,151.403649,309.561308,472.177372
,151.310884,308.151821,471.853652
,151.152084,307.405934,471.379942
,151.832991,305.835844,469.559774
,151.823582,305.331518,466.944465
,152.558659,304.857373,464.091642
,153.16697,304.644686,461.219535
,153.702195,304.569813,459.182464
,153.256883,304.996586,457.36774
,154.032719,305.949872,457.65689
,154.3733,307.030398,458.456602
,154.893435,309.001431,461.079449
,155.418047,309.689361,464.339425
,156.250245,312.271688,468.382425
,156.188615,313.16881,472.19568
,157.201549,315.551684,474.672415
,157.414615,316.200679,477.280719
,158.383342,317.886428,478.471334
,158.754754,318.666754,478.117193
,158.411383,319.777592,476.976034
,158.729149,319.623761,474.781872
,159.489272,319.324684,471.93492
,159.981467,318.718688,469.265549
,160.593942,317.98488,466.53444
,160.274324,316.876461,464.371519
,160.492045,316.1552,463.804375
,160.477392,314.417397,464.007363
,160.68605,313.940843,466.147499
,160.890272,312.212426,468.017958
,160.93902,311.16191,471.644395
,160.327661,310.449548,475.485223
,160.824699,309.802382,478.77971
,161.00819,310.809864,481.710318
,160.552169,311.373068,483.620735
,160.097096,312.141314,484.702729
,159.162624,313.278995,483.890261
,159.144554,314.454099,482.697526
,159.35713,316.346797,480.071077
,159.318735,317.701211,477.201763
,159.017082,319.656783,474.238284
,158.360164,322.104126,471.818272
,158.284495,322.600085,469.632734
,158.402001,323.779366,469.261664
,157.211397,325.161543,470.753507
,158.06065,325.165552,472.115884
,157.362983,325.425777,474.938588
,157.254967,324.893836,478.561682
,157.215854,324.182386,482.690284
,156.516094,323.391066,485.826429
,157.519272,323.103324,488.621788
,157.58492,321.591972,490.305365
,157.76315,320.242665,491.050656
,157.287029,318.872422,489.910042
,157.558372,317.115141,488.283513
,158.201237,316.796997,485.319535
,158.891213,316.196867,482.323045
,159.418389,316.627177,479.077652
,159.196588,316.617312,476.688833
,159.125777,317.507106,475.443334
,160.342577,317.665271,475.094661
,160.251173,318.970618,476.695327
,161.514761,320.62851,478.825968
,161.727715,322.535819,482.637996
,162.213912,324.303773,486.098048
,162.439764,325.772517,489.244528
,162.863138,327.467196,492.937667
,163.440601,329.416267,495.506232
,163.784663,330.48456,496.118743
,163.850862,330.725912,496.687899
,164.541637,331.874291,494.632585
,164.815156,331.681649,492.53287
,165.175523,331.483375,490.280469
,165.804719,331.210909,486.736599
,166.549067,330.061617,484.241927
,166.533071,328.740839,481.862403
,166.038999,327.207996,480.772338
,166.668931,326.788791,481.63479
,166.220495,325.373837,482.720187
,166.904789,324.070581,486.599422
,166.562574,322.825571,488.775771
,166.546549,322.312147,493.313904
,166.527199,322.075427,496.521138
,166.311576,322.794123,499.689488
,165.661773,323.046462,501.712922
,165.468957,324.109574,502.696098
,165.24621,325.188046,501.947932
,164.979001,326.388486,500.42703
,165.089554,328.294093,498.206976
,164.783181,329.900589,494.389711
,164.371278,332.400464,492.090227
,164.772278,333.228922,489.396412
,163.773213,334.715988,487.540723
,164.029304,336.191793,487.055058
,163.912659,337.15962,488.422591
,163.604527,337.641719,490.14758
,163.182815,337.243071,493.662656
,163.407477,337.54194,496.309144
,163.161877,336.983967,501.025202
,163.601969,336.374795,503.386888
,163.617986,334.666701,507.092289
,163.532342,333.672114,508.309607
,163.016893,332.33756,508.085954
,164.011962,331.143158,507.714755
,164.458967,330.637705,505.412425
,164.271139,329.278661,503.296196
,164.847954,328.388798,500.258657
,164.604732,328.369119,497.459157
,164.731904,328.921397,495.659349
,165.597975,329.001923,493.885771
,165.892621,329.478591,493.34027
,166.841964,331.089406,494.750459
,166.91598,332.983384,496.986734
,167.306719,333.915473,500.772358
,167.964287,335.516505,503.941775
,168.280431,337.723324,507.528957
,169.776767,339.258734,510.561548
,169.829917,340.649916,513.554622
,169.808617,341.988797,514.301385
,170.097391,342.590075,514.240049
,170.744665,343.713666,512.955878
,170.731744,343.582645,511.094973
,171.940285,342.872683,507.735811
,171.55252,342.556379,504.645748
,171.986399,341.93356,502.44532
,171.742701,340.886471,500.009822
,172.310748,339.337358,499.878022
,172.611557,337.869959,499.30048
,172.699166,337.663231,501.831121
,173.175918,336.363149,503.881133
,172.886752,335.444102,507.466397
,172.358533,334.059075,511.579642
,172.663813,334.658123,514.864691
,171.994376,334.82023,517.834266
,172.068185,335.381833,519.961723
,171.835396,335.640735,520.574804
,171.645906,336.677903,520.20223
,171.25082,339.165335,518.316246
,171.197036,340.152488,516.56543
,170.920178,342.324287,513.098878
,170.766553,344.089778,510.039861
,170.166664,345.425226,507.64006
,170.327726,346.722539,505.595334
,169.441015,348.618709,505.076859
,169.814674,349.050255,505.956272
,169.733219,349.059003,508.360608
,169.525091,349.635879,511.441774
,169.716202,348.873271,514.892444
,169.077529,348.23408,518.032623
,168.934,348.086437,521.371414
,169.898499,347.30788,524.871191
,169.277509,345.797965,525.888702
,169.790086,344.238205,526.833385
,169.996928,342.533811,525.535912
,169.493438,341.769627,523.879502
,170.476238,341.39783,521.373094
,170.135413,340.653644,518.326583
,170.766583,340.078221,514.508644
,170.94436,340.813567,512.443354
,171.625886,340.704393,511.709583
,172.214561,341.307457,511.544509
,172.221886,342.999106,512.86533
,173.022775,344.608002,514.827472
,173.651926,346.144525,518.665393
,173.926665,348.197456,522.470255
,174.25035,350.076612,525.037875
,174.975698,351.329776,529.159445
,175.54112,352.637675,531.243038
,175.88199,353.969586,532.344897
,176.212772,354.780265,532.047148
,176.981892,355.059503,531.118563
,177.147497,355.583902,528.548834
,177.376349,354.850692,526.271277
,177.579023,354.557457,522.995871
,178.027191,353.598771,520.428125
,177.955336,352.770637,517.931712
,178.367401,351.681007,517.695838
,177.805972,350.216979,518.115175
,178.636088,349.010459,519.222727
,178.238596,347.79883,521.864093
,178.607306,347.175714,525.531596
,178.340252,346.858086,529.216075
,178.546697,346.565732,532.832117
,178.46262,346.996558,535.815848
,178.519026,346.904905,537.695455
,177.784302,347.776031,538.342857
,177.772725,349.179782,537.974965
,177.388313,350.216435,536.637685
,176.951032,352.564881,533.259183
,176.757379,354.048595,531.237121
,176.307304,355.733962,527.686158
,176.797977,357.537384,525.645724
,176.450117,358.721511,523.845202
,175.514926,360.244374,523.877503
,175.458238,360.184949,524.141208
,175.614322,361.942147,526.053609
,175.542997,361.514929,529.473682
,175.816876,361.705959,532.632172
,175.063136,360.33353,536.901971
,175.43513,359.74909,539.933806
,175.356096,359.116867,542.675504
,175.527759,357.072822,544.46513
,175.641315,356.284746,544.295993
,175.059561,355.217098,544.127629
,175.813668,354.24661,541.912284
,176.554997,353.705992,538.977821
,176.588977,352.445462,535.037416
,177.152153,352.141739,533.088597
,177.314121,352.464192,531.127306
,177.732977,352.802346,529.462818
,178.017658,353.609373,530.030516
,178.618935,355.243351,530.88975
,179.581982,356.428798,532.937348
,179.24852,358.123482,536.442229
,179.348956,359.957479,540.155854
,180.780694,361.69141,543.831961
,180.533673,363.330761,546.774627
,181.301439,365.113604,548.975549
,181.354355,366.214152,550.008727
,182.287209,366.566509,550.48674
,182.647002,367.207575,548.643957
,183.018176,367.39048,546.181647
,183.144319,367.597265,543.863039
,183.242286,366.765107,540.880512
,183.759024,366.030744,538.175075
,184.460936,365.329501,536.042857
,184.468017,363.152527,535.528923
,184.449444,362.869097,536.246273
,184.756285,361.550129,537.276967
,184.605565,360.198031,540.114909
,184.309364,359.44648,543.618854
,185.074803,358.509716,547.249179
,183.963461,358.759371,550.586534
,184.453483,358.361826,553.703596
,184.267004,359.389162,556.075518
,183.903064,359.672042,556.382813
,183.367771,361.612508,556.428137
,183.475488,362.689851,554.502485
,183.206319,364.227,552.234005
,182.994465,365.739173,549.307474
,182.473871,367.853198,546.161432
,182.463088,369.049788,542.987351
,181.937956,370.667477,542.053795
,181.942099,371.986224,541.635897
,182.123915,373.485318,542.097346
,181.514185,373.50043,544.520376
,181.334313,373.317554,546.798638
,181.403523,373.788043,550.783544
,181.512357,372.781747,554.749374
,181.689945,372.214113,557.847829
,181.481716,370.78955,560.465383
,181.409125,369.64005,562.370614
,181.445269,368.760739,562.697585
,181.924551,366.628809,561.414917
,181.927835,366.352289,559.507775
,182.600639,365.101684,557.319879
,182.839558,364.268777,554.096144
,182.495654,364.568368,551.495773
,182.845249,364.756696,548.617486
,183.64275,364.83636,547.470645
,184.135001,366.075757,547.778405
,184.603845,367.774405,548.609553
,185.305472,368.975656,550.886955
,185.447835,370.309525,554.742254
,186.226457,372.130001,557.959594
,186.484602,373.854472,562.03142
,187.445652,375.557664,565.824208
,186.958374,376.651883,567.012046
,187.486087,378.213673,568.536506
,188.5856,379.026119,568.275468
,188.552351,379.837105,566.89455
,189.558462,379.260995,564.609152
,189.333562,379.651468,562.417882
,190.158348,378.420412,558.728489
,189.830501,377.034743,556.06288
,190.075481,376.816331,554.618256
,190.129186,375.849085,553.758159
,190.993313,374.120697,553.586064
,190.859737,372.945307,555.592866
,190.926435,372.070979,557.898207
,190.654033,371.296106,561.374842
,190.859553,370.729473,565.314774
,191.244132,370.268072,568.834698
,191.054098,370.73795,571.580018
,189.921189,370.984829,573.374333
,189.973053,371.753467,574.493479
,189.601143,373.379337,574.106603
,189.122907,374.989742,572.346154
,189.124828,376.26957,570.003613
,188.572577,377.918844,566.898963
,188.90928,379.905555,564.241129
,188.918383,380.936844,561.860792
,188.579966,383.097727,559.212848
,187.557068,384.024924,559.128288
,187.713606,385.007447,559.987102
,187.548255,385.096827,562.30417
,188.077764,385.973932,564.955082
,187.202142,385.675415,568.984884
,188.0589,384.506882,572.466717
,187.483609,383.903225,576.425979
,187.22409,382.624156,578.265568
,187.337727,382.095049,580.523025
,188.130128,380.826623,580.453147
,188.068087,379.000454,579.641851
,188.50678,378.295428,577.589437
,188.620381,377.472179,575.06784
,188.484767,376.665472,571.861059
,188.466114,376.095472,568.681298
,189.533197,376.304684,567.189531
,189.554022,376.353657,565.68166
,190.522032,377.506968,566.048073
,190.725035,379.116227,566.753103
,190.778051,380.642986,569.306424
,191.414803,382.713827,571.837465
,191.766756,384.129575,575.890484
,191.971427,385.535374,579.934183
,192.539357,387.654725,582.996426
,193.553448,388.704252,584.815099
,193.732121,389.980568,586.802187
,194.851008,391.003254,586.336175
,195.220208,390.88483,584.696002
,194.495645,391.579034,583.180637
,195.879563,391.682376,579.943848
,195.557532,390.745249,577.349614
,196.06573,389.400687,573.465718
,196.060071,389.117407,572.265851
,196.507992,387.878911,571.60602
,196.524607,386.434607,571.47987
,196.915815,384.973108,572.83702
,196.804983,384.307086,576.462642
,196.299871,383.148687,579.233992
,196.049883,382.324786,583.634946
,196.926702,381.922573,586.722558
,196.557571,382.52766,589.688135
,196.360046,382.962765,591.694037
,196.100272,383.707918,592.516565
,195.760423,385.262335,592.156219
,195.342791,386.542215,590.528754
,195.447936,388.035002,588.118519
,194.258308,389.490573,584.49954
,194.966991,391.597355,581.43593
,194.17882,393.515238,579.368621
,194.689715,395.611715,578.764013
,193.89519,396.37769,577.52401
,193.517364,396.663097,577.939097
,193.335052,397.483875,579.911272
,193.406909,397.972813,583.417799
,193.039491,397.53274,586.37464
,193.231131,396.984271,590.848274
,193.432966,395.7069,593.573078
,193.919065,395.302934,596.346812
,193.107828,393.907253,597.976705
,193.993767,392.356459,597.809314
,193.604615,390.33465,597.152657
,193.788639,389.773771,595.580607
,194.420158,389.350263,592.500473
,194.367972,389.242139,590.244274
,195.057559,388.290013,586.711139
,195.336855,388.945166,585.411759
,195.272892,389.11536,583.902463
,196.272029,390.406074,583.386934
,196.984197,391.79672,584.1653
,197.296181,392.846905,587.62198
,197.243638,393.869393,590.566611
,198.320313,395.942477,594.202736
,198.535114,397.499699,597.508707
,199.064696,399.436475,600.780374
,198.98526,400.507619,603.183394
,199.505321,402.13176,604.360739
,200.178604,403.059748,604.634135
,200.992775,403.793902,603.149422
,201.049268,403.536691,600.21855
,201.52493,403.609153,597.620675
,201.868179,402.550139,594.916476
,202.372197,402.207675,592.375951
,202.142837,401.242299,590.298792
,202.720746,399.834847,589.000989
,202.889506,398.565732,589.896981
,202.564865,396.973069,591.562355
,202.326297,396.386216,594.116335
,203.080139,395.317615,597.323582
,202.520255,394.132281,601.528375
,202.192837,394.002514,604.2634
,202.655636,394.906213,607.259244
,201.882683,395.143008,609.950163
,202.217681,396.147281,610.529509
,201.824136,397.710756,609.829836
,201.948549,398.408049,608.271124
,201.509152,400.213783,605.493958
,200.934651,402.262426,603.332704
,200.685736,403.791546,600.039012
,200.534019,405.358655,597.734394
,200.425243,406.662661,595.784578
,200.055504,408.067646,595.512124
,199.984825,408.870517,595.912714
,199.565608,409.503891,597.727123
,199.515892,409.801295,601.312485
,199.44893,409.101545,604.39602
,199.155348,408.93735,608.098828
,200.120229,407.629768,611.959083
,199.081271,406.688088,614.525963
,199.594671,405.932941,616.520538
,199.947617,404.146551,616.792011
,199.917365,403.017472,615.676288
,200.179989,401.920222,613.868159
,200.095072,401.433199,610.781431
,200.48546,400.420202,607.527439
,200.881153,400.756747,605.055581
,201.258718,400.15732,603.417539
,201.531418,401.458267,601.332792
,202.031204,401.935569,601.709373
,202.362314,403.600044,602.652235
,202.934591,404.693886,604.756694
,203.492843,406.418754,608.730164
,204.385342,407.799707,611.90225
,204.411924,409.340679,615.68678
,205.820834,411.415496,619.345895
,205.352904,413.072886,620.991506
,205.891279,413.677576,622.591633
,206.509478,414.713971,622.194211
,206.575755,414.967862,620.726017
,207.419008,415.127198,618.523604
,207.20962,415.543531,616.249795
,207.87244,414.760007,613.503028
,207.786805,413.609996,610.138468
,208.134965,412.81064,608.088736
,208.533205,411.686474,608.125518
,208.524878,409.790694,607.18177
,208.540884,408.856502,609.625429
,208.150091,408.294468,612.249137
,208.461957,407.232697,615.822273
,208.651909,407.051573,619.159157
,208.536793,406.591523,622.45134
,208.310661,406.655717,625.517292
,208.299284,407.190726,627.654831
,207.400374,408.249418,629.00889
,207.248895,409.044163,628.925091
,206.938127,410.254536,626.143469
,207.263752,411.949858,623.583582
,207.202369,414.372443,620.529179
,207.084765,415.906181,618.308489
,205.844843,417.626165,616.16171
,206.271458,419.33738,613.893698
,205.942224,419.757411,613.200336
,205.946187,420.250847,614.118006
,205.677166,421.590544,616.341257
,205.759653,421.523299,619.099169
,205.456137,421.275235,622.817412
,205.532371,421.053554,626.54876
,205.454891,419.778262,629.880679
,204.895705,418.703898,632.851071
,205.633519,417.672701,634.506746
,206.225267,416.067725,635.037013
,206.042879,415.165872,634.255997
,205.832875,413.908993,631.581891
,205.97856,413.087084,629.100531
,206.678221,412.313953,625.721781
,206.707558,412.574574,623.243018
,206.774654,411.819112,620.665928
,207.876955,413.175664,619.336178
,207.97194,413.997472,619.442808
