Detected kernel version 4.15.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
hour1
SimMTM
input_len:336
backbone:vanilla
encoder_depth:1
mask_size:336
mask_rate:0.25
mask_num:3
is_decomp:True
is_norm:True
CI:True
part:s
decomp:fft
st_sep:3.5
topk:25
epoch: 1/20
tensor(3.2189, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5806, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6683, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5305, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6539, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6831, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5196, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6044, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5492, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6241, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5558, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5867, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8168, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6938, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6508, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5737, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6681, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7854, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5311, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5823, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5222, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7101, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4549, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6036, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7733, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7253, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6620, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6532, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5908, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5910, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5509, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6332, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8029, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6286, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6176, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5899, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8031, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6997, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5348, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5222, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5415, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5480, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5909, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6983, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6362, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6275, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5259, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6075, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5492, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5569, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4698, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5314, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6854, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6378, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5556, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5757, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6336, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7238, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6474, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7196, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6411, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5512, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6526, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5608, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5382, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5184, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5693, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5533, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5356, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6240, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5362, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7353, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7161, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7066, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5366, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5760, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5937, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5748, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6082, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5649, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6098, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6745, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7387, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4821, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6512, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6845, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7047, device='cuda:0', grad_fn=<AddBackward0>)
total_train_loss:1.7514781951904297
total_val_loss:2.1473779678344727
Validation loss decreased (inf --> 2.147378).  Saving model ...
epoch: 2/20
tensor(1.7259, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7567, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6240, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6447, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5461, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6238, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7977, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6613, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5981, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4890, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7363, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5167, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5788, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6373, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7440, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6205, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4966, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6792, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6418, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5875, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6737, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6899, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5867, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5695, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5779, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5959, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4766, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6240, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6448, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5098, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6233, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7799, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6276, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5212, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5093, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5770, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5266, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7242, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6228, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5234, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5057, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6243, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5876, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6199, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6557, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5269, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6025, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5258, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5643, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7853, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6265, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6355, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5454, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5253, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6289, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5193, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5792, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5523, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5982, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5842, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6418, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5921, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6383, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6966, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6077, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6604, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8025, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5103, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5431, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5135, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5214, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6534, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5516, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7095, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5501, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6657, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6659, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5188, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5684, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4802, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5748, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5590, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6175, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4968, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5651, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6491, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5804, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5746, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6730, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6464, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6367, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5261, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5818, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5557, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5082, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5661, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7191, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5985, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5170, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6139, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5033, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4948, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6520, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5015, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4642, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6002, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5035, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5846, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7084, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5170, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5644, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4656, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5325, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6252, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5362, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6303, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6172, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5693, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5312, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5144, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4541, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9622, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6214, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6031, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5874, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5317, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5880, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5764, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7512, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5361, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5758, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6322, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5087, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5937, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6686, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7981, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5143, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4883, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5613, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5618, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5104, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5120, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4710, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6790, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5997, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5290, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5170, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6977, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6579, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5780, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5373, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6401, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6305, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5024, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5789, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6346, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6555, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6184, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5041, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5354, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6893, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6122, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6234, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5391, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6216, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4604, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6215, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6071, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5724, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5213, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6135, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5200, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6371, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5145, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6447, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5151, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6869, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4600, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5661, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5880, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5879, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5343, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5843, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6710, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6733, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5626, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5430, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4663, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5175, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6690, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6029, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5600, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6986, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4514, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5560, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7670, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5251, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5261, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5835, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5496, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5681, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6171, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6246, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6827, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6228, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5114, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6307, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6429, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5700, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5692, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5009, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6692, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7358, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5382, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5015, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4884, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5459, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5482, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6004, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6129, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6079, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6123, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5056, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4909, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6453, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6869, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5453, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6452, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7059, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6760, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5083, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5486, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5781, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4536, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5391, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5328, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5510, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5434, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6870, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5618, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7108, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7799, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4662, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5740, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5869, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6682, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6687, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4969, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5755, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7966, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7240, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6160, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4552, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5014, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5359, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6960, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6008, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6589, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5416, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4259, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4502, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5642, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6263, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1471, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4719, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6501, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7460, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5155, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6234, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6668, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5902, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5501, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7475, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6276, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5167, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6333, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7636, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5732, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5934, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5822, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6635, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7155, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5372, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5238, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5251, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5149, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6090, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6015, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4498, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6040, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5234, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6550, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5743, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6216, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6855, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5185, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5387, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5556, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5389, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5181, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6102, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5428, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5397, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5576, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6194, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5534, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5476, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4734, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5609, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4780, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7118, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5719, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8113, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7049, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5227, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5666, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6043, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6699, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5820, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8530, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6129, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6895, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4963, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5519, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5226, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5921, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4830, device='cuda:0', grad_fn=<AddBackward0>)
